amostra,classe_esperada,classe_predita,acerto,esperado_raw,saida_raw
57,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0644, 0.0502, 0.9668, 0.0003, 0.0000, 0.0016, 0.0001, 0.0004, 0.0003, 0.0002, 0.0004, 0.0005, 0.0002, 0.0554, 0.0038, 0.0184, 0.0018, 0.0004, 0.0037, 0.0027, 0.0001, 0.0001, 0.0000, 0.0000, 0.0201]"
58,17,17,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0139, 0.0223, 0.0003, 0.0122, 0.0013, 0.0008, 0.0000, 0.0028, 0.0000, 0.0024, 0.0286, 0.0002, 0.0017, 0.0001, 0.0001, 0.0665, 0.0005, 0.8554, 0.0002, 0.0009, 0.0000, 0.0064, 0.0025, 0.0277, 0.0003, 0.0169]"
59,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0060, 0.0001, 0.0335, 0.0071, 0.0071, 0.0281, 0.0035, 0.0000, 0.1396, 0.0338, 0.0008, 0.0054, 0.0001, 0.0003, 0.0001, 0.0020, 0.0159, 0.0008, 0.0139, 0.8323, 0.0000, 0.0103, 0.0003, 0.0012, 0.0032, 0.0112]"
60,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0020, 0.0001, 0.0001, 0.0000, 0.0025, 0.0086, 0.0002, 0.0001, 0.5031, 0.1257, 0.0034, 0.0061, 0.0034, 0.0005, 0.0001, 0.0003, 0.0004, 0.0000, 0.0098, 0.0102, 0.0001, 0.0081, 0.0105, 0.0376, 0.1969, 0.0093]"
61,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0324, 0.0048, 0.7443, 0.0001, 0.0000, 0.0007, 0.0017, 0.0002, 0.0000, 0.0014, 0.0004, 0.0023, 0.0012, 0.2306, 0.0046, 0.0033, 0.0054, 0.0003, 0.0004, 0.0079, 0.0000, 0.0012, 0.0000, 0.0000, 0.0289]"
62,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0049, 0.0009, 0.0175, 0.0008, 0.1027, 0.0038, 0.0294, 0.0001, 0.0971, 0.0114, 0.0030, 0.8872, 0.0000, 0.0001, 0.0000, 0.0000, 0.0081, 0.0001, 0.0048, 0.0096, 0.0007, 0.0090, 0.0042, 0.0006, 0.0005, 0.0434]"
63,20,20,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0000, 0.0003, 0.0432, 0.0105, 0.0012, 0.0001, 0.0010, 0.0043, 0.0015, 0.0001, 0.0138, 0.0711, 0.0020, 0.0031, 0.0110, 0.0005, 0.0063, 0.0005, 0.0003, 0.0036, 0.7780, 0.0632, 0.0003, 0.0000, 0.0027, 0.0008]"
64,22,22,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.1177, 0.0000, 0.0001, 0.0114, 0.0000, 0.0006, 0.0210, 0.0028, 0.0120, 0.0215, 0.0002, 0.0002, 0.0339, 0.0114, 0.0056, 0.0008, 0.0126, 0.0044, 0.0001, 0.0003, 0.0002, 0.0000, 0.9788, 0.0009, 0.0000, 0.0001]"
65,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0001, 0.0281, 0.0117, 0.0052, 0.0032, 0.0006, 0.0000, 0.0929, 0.0012, 0.0011, 0.0035, 0.0002, 0.0015, 0.0001, 0.0005, 0.0067, 0.0001, 0.0057, 0.9165, 0.0007, 0.0156, 0.0001, 0.0018, 0.0158, 0.0096]"
66,12,20,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0001, 0.0012, 0.0027, 0.0000, 0.0000, 0.0004, 0.0751, 0.0007, 0.0002, 0.0036, 0.0057, 0.0933, 0.0018, 0.0016, 0.0031, 0.0235, 0.0009, 0.0000, 0.0007, 0.3716, 0.1664, 0.0019, 0.0000, 0.0009, 0.0006]"
67,14,16,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0005, 0.0110, 0.0305, 0.0000, 0.0000, 0.0272, 0.0001, 0.0035, 0.0001, 0.0002, 0.0005, 0.0099, 0.0104, 0.1023, 0.0002, 0.8576, 0.0006, 0.0002, 0.0090, 0.0224, 0.0005, 0.0029, 0.0000, 0.0000, 0.0007]"
68,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0001, 0.0045, 0.0005, 0.0000, 0.0000, 0.1862, 0.0000, 0.0180, 0.0001, 0.0005, 0.0003, 0.0057, 0.0103, 0.0176, 0.0000, 0.9896, 0.0035, 0.0004, 0.0111, 0.0015, 0.0004, 0.0414, 0.0000, 0.0000, 0.0003]"
69,5,5,sim,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005, 0.0042, 0.0038, 0.0069, 0.1838, 0.2972, 0.0000, 0.0012, 0.0002, 0.0003, 0.0050, 0.0083, 0.0009, 0.0000, 0.0001, 0.0971, 0.0000, 0.0010, 0.0016, 0.0146, 0.0000, 0.0066, 0.0002, 0.0088, 0.0237, 0.0218]"
70,12,7,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0596, 0.0065, 0.0000, 0.0024, 0.0001, 0.0000, 0.0010, 0.6417, 0.0004, 0.0001, 0.0069, 0.0020, 0.0187, 0.0030, 0.0001, 0.0015, 0.0066, 0.0009, 0.0000, 0.0000, 0.0031, 0.0004, 0.0281, 0.0026, 0.0000, 0.0069]"
71,25,25,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0010, 0.0082, 0.0099, 0.0207, 0.0917, 0.0007, 0.0002, 0.0002, 0.0294, 0.0154, 0.0025, 0.0220, 0.0001, 0.0000, 0.0008, 0.0088, 0.0008, 0.0001, 0.0003, 0.0228, 0.0002, 0.0023, 0.0021, 0.0060, 0.0019, 0.9091]"
72,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0016, 0.0511, 0.0010, 0.2339, 0.0092, 0.0026, 0.0038, 0.0002, 0.0000, 0.0576, 0.9670, 0.0000, 0.0001, 0.0001, 0.0001, 0.0020, 0.0003, 0.0013, 0.0009, 0.0077, 0.0226, 0.0002, 0.0004, 0.0011, 0.0077]"
73,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0086, 0.0002, 0.0029, 0.0006, 0.0044, 0.0026, 0.0026, 0.0000, 0.8246, 0.1208, 0.0011, 0.0073, 0.0006, 0.0012, 0.0002, 0.0000, 0.0106, 0.0002, 0.0349, 0.0737, 0.0000, 0.0065, 0.0175, 0.0089, 0.0058, 0.0035]"
74,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0000, 0.0007, 0.0001, 0.0000, 0.0056, 0.0022, 0.0000, 0.0000, 0.0058, 0.0004, 0.0026, 0.0039, 0.0304, 0.0122, 0.0000, 0.0000, 0.0053, 0.0001, 0.0263, 0.0188, 0.0003, 0.3452, 0.0001, 0.0661, 0.8982, 0.0001]"
75,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0010, 0.0169, 0.0958, 0.0061, 0.0229, 0.0079, 0.8623, 0.0044, 0.0033, 0.0002, 0.0024, 0.0049, 0.0003, 0.0019, 0.0135, 0.0001, 0.0110, 0.0012, 0.0060, 0.0026, 0.0170, 0.0055, 0.0020, 0.0000, 0.0000, 0.0002]"
76,10,10,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0076, 0.0000, 0.0007, 0.0005, 0.0011, 0.0091, 0.0004, 0.0164, 0.0001, 0.0001, 0.9736, 0.0035, 0.0001, 0.0204, 0.0000, 0.0000, 0.0001, 0.0614, 0.0029, 0.0077, 0.0008, 0.0012, 0.0005, 0.0444, 0.0008, 0.0006]"
77,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9897, 0.0005, 0.0009, 0.0098, 0.0003, 0.0188, 0.0179, 0.0116, 0.0004, 0.0098, 0.0066, 0.0010, 0.0001, 0.0009, 0.0000, 0.0026, 0.0013, 0.0440, 0.0001, 0.0013, 0.0000, 0.0007, 0.0235, 0.0243, 0.0000, 0.0039]"
78,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0003, 0.0099, 0.0064, 0.0023, 0.0037, 0.0026, 0.0000, 0.0715, 0.0063, 0.0003, 0.0174, 0.0002, 0.0052, 0.0010, 0.0000, 0.0053, 0.0011, 0.6343, 0.0088, 0.0000, 0.0007, 0.0028, 0.0013, 0.0022, 0.0001]"
79,22,13,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0002, 0.0002, 0.0001, 0.0018, 0.0000, 0.0001, 0.0091, 0.0515, 0.0001, 0.0001, 0.0143, 0.0016, 0.0015, 0.4229, 0.0006, 0.0000, 0.0123, 0.0249, 0.0009, 0.0004, 0.3809, 0.0130, 0.0045, 0.0002, 0.0000, 0.0000]"
80,1,1,sim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0338, 0.5016, 0.0017, 0.0414, 0.0345, 0.0058, 0.0225, 0.0011, 0.0016, 0.0359, 0.0001, 0.0013, 0.0000, 0.0002, 0.0008, 0.0059, 0.0005, 0.0196, 0.0301, 0.0007, 0.0001, 0.0009, 0.0021, 0.0003, 0.0001, 0.0226]"
81,9,9,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0038, 0.0001, 0.0014, 0.0029, 0.0008, 0.0053, 0.0041, 0.0001, 0.0823, 0.8107, 0.0002, 0.0016, 0.0012, 0.0001, 0.0008, 0.0019, 0.0042, 0.0019, 0.0028, 0.0041, 0.0001, 0.0630, 0.0397, 0.0005, 0.0007, 0.0027]"
82,20,20,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0000, 0.0012, 0.0009, 0.0174, 0.0000, 0.0000, 0.0084, 0.0105, 0.0016, 0.0002, 0.0043, 0.0315, 0.0018, 0.0237, 0.0104, 0.0000, 0.0144, 0.0002, 0.0007, 0.0002, 0.9898, 0.0139, 0.0013, 0.0000, 0.0002, 0.0002]"
83,10,10,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.0000, 0.0036, 0.0006, 0.0013, 0.0015, 0.0000, 0.0002, 0.0000, 0.0000, 0.5400, 0.0032, 0.0002, 0.0058, 0.0000, 0.0001, 0.0005, 0.0362, 0.0006, 0.0354, 0.0008, 0.0175, 0.0000, 0.0983, 0.0091, 0.0008]"
84,20,21,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0002, 0.0052, 0.0019, 0.0061, 0.0001, 0.0006, 0.0006, 0.0104, 0.0000, 0.0000, 0.0082, 0.0001, 0.0670, 0.0232, 0.0008, 0.0130, 0.0657, 0.1150, 0.0001, 0.0042, 0.0497, 0.3968, 0.0001, 0.0004, 0.0001, 0.0000]"
85,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0009, 0.0004, 0.0061, 0.0020, 0.0000, 0.0000, 0.3064, 0.0001, 0.0033, 0.0002, 0.0015, 0.0009, 0.0009, 0.0051, 0.0014, 0.0000, 0.9949, 0.0160, 0.0001, 0.0073, 0.0055, 0.0058, 0.0099, 0.0000, 0.0000, 0.0004]"
86,25,25,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0174, 0.0034, 0.0771, 0.0215, 0.0641, 0.0015, 0.0019, 0.0005, 0.0072, 0.0195, 0.2683, 0.0534, 0.0000, 0.0000, 0.0002, 0.0004, 0.0011, 0.0009, 0.0012, 0.0085, 0.0004, 0.0032, 0.0014, 0.0047, 0.0004, 0.6444]"
87,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0002, 0.0037, 0.0044, 0.0000, 0.0000, 0.0989, 0.0000, 0.0067, 0.0002, 0.0008, 0.0028, 0.0017, 0.0058, 0.0122, 0.0000, 0.9757, 0.0014, 0.0006, 0.0066, 0.0051, 0.0004, 0.0203, 0.0000, 0.0000, 0.0009]"
88,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9839, 0.0001, 0.0011, 0.0047, 0.0003, 0.0253, 0.0148, 0.0025, 0.0009, 0.0064, 0.0147, 0.0016, 0.0000, 0.0026, 0.0000, 0.0005, 0.0004, 0.0502, 0.0004, 0.0019, 0.0000, 0.0002, 0.0184, 0.0360, 0.0000, 0.0016]"
89,1,1,sim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0009, 0.2106, 0.0023, 0.0120, 0.1124, 0.0012, 0.0037, 0.0004, 0.0011, 0.1476, 0.0035, 0.0039, 0.0001, 0.0000, 0.0008, 0.0011, 0.0008, 0.1219, 0.0384, 0.0005, 0.0002, 0.0069, 0.0037, 0.0007, 0.0013, 0.0489]"
90,15,15,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.1075, 0.0006, 0.0966, 0.0013, 0.0104, 0.0000, 0.0293, 0.0000, 0.0124, 0.0007, 0.0000, 0.0718, 0.0000, 0.0122, 0.9888, 0.0001, 0.1140, 0.0001, 0.0060, 0.0001, 0.0068, 0.0008, 0.0003, 0.0013, 0.0190]"
91,14,14,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0049, 0.1060, 0.3556, 0.0001, 0.0000, 0.0272, 0.0006, 0.0015, 0.0002, 0.0004, 0.0002, 0.0051, 0.0032, 0.5503, 0.0015, 0.0677, 0.0029, 0.0003, 0.0030, 0.0260, 0.0004, 0.0042, 0.0000, 0.0000, 0.0006]"
92,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0132, 0.0002, 0.0078, 0.0015, 0.0037, 0.0027, 0.0052, 0.0000, 0.7676, 0.1296, 0.0003, 0.0018, 0.0007, 0.0003, 0.0004, 0.0002, 0.0464, 0.0003, 0.0227, 0.1377, 0.0000, 0.0028, 0.0125, 0.0033, 0.0019, 0.0077]"
93,8,11,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0078, 0.0002, 0.0178, 0.0014, 0.0252, 0.0597, 0.0008, 0.0000, 0.0348, 0.0067, 0.0008, 0.3431, 0.0000, 0.0001, 0.0000, 0.0012, 0.0035, 0.0003, 0.0110, 0.1367, 0.0000, 0.0068, 0.0011, 0.0145, 0.0041, 0.0132]"
94,13,17,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0013, 0.0052, 0.0001, 0.0001, 0.0021, 0.1690, 0.0004, 0.0119, 0.0000, 0.0005, 0.0761, 0.0001, 0.0165, 0.0249, 0.0003, 0.0026, 0.0000, 0.1803, 0.0765, 0.0014, 0.0001, 0.0059, 0.0007, 0.0212, 0.0196, 0.0000]"
95,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0018, 0.0263, 0.0127, 0.0075, 0.5957, 0.0342, 0.0028, 0.0126, 0.0001, 0.0001, 0.0240, 0.0384, 0.0000, 0.0002, 0.0001, 0.0008, 0.0018, 0.0014, 0.0027, 0.0030, 0.0001, 0.0013, 0.0001, 0.0001, 0.0003, 0.0081]"
96,7,7,sim,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.0043, 0.0003, 0.0088, 0.0003, 0.0001, 0.0006, 0.5811, 0.0001, 0.0000, 0.0789, 0.0002, 0.0332, 0.0498, 0.0020, 0.0006, 0.0002, 0.0081, 0.0002, 0.0005, 0.2759, 0.0013, 0.0045, 0.0005, 0.0006, 0.0005]"
97,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0097, 0.0614, 0.0106, 0.0004, 0.0000, 0.0047, 0.0001, 0.0005, 0.0001, 0.0008, 0.0010, 0.0082, 0.0006, 0.0038, 0.0024, 0.9798, 0.0049, 0.0000, 0.0088, 0.0029, 0.1059, 0.0002, 0.0000, 0.0001, 0.0016]"
98,25,25,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0042, 0.0195, 0.0025, 0.0016, 0.1366, 0.0000, 0.0008, 0.0000, 0.0032, 0.0066, 0.0020, 0.0137, 0.0000, 0.0000, 0.0000, 0.0003, 0.0236, 0.0005, 0.0004, 0.0143, 0.0000, 0.0012, 0.0001, 0.0093, 0.0022, 0.9903]"
99,14,14,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0013, 0.0039, 0.0870, 0.0001, 0.0000, 0.0157, 0.0001, 0.0070, 0.0010, 0.0002, 0.0047, 0.0013, 0.0005, 0.1489, 0.0002, 0.1281, 0.0001, 0.0039, 0.0042, 0.0016, 0.0000, 0.0064, 0.0000, 0.0001, 0.0498]"
100,9,20,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0873, 0.0285, 0.0539, 0.0013, 0.0000, 0.0102, 0.0005, 0.0087, 0.0222, 0.0022, 0.0036, 0.0006, 0.0002, 0.0710, 0.0003, 0.1238, 0.0004, 0.0003, 0.0002, 0.4635, 0.0136, 0.0007, 0.0000, 0.0002, 0.0817]"
101,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0052, 0.0005, 0.9193, 0.0000, 0.0000, 0.0014, 0.0017, 0.0041, 0.0017, 0.0000, 0.0009, 0.0021, 0.0023, 0.0657, 0.0061, 0.0054, 0.0003, 0.0003, 0.0009, 0.0209, 0.0000, 0.0058, 0.0000, 0.0000, 0.0184]"
102,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0001, 0.0002, 0.0019, 0.0002, 0.0060, 0.0058, 0.0001, 0.0000, 0.0020, 0.0008, 0.0153, 0.0099, 0.0008, 0.0106, 0.0000, 0.0001, 0.0091, 0.0068, 0.0428, 0.3393, 0.0004, 0.2406, 0.0000, 0.0268, 0.4445, 0.0003]"
103,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0008, 0.0004, 0.0165, 0.0050, 0.0091, 0.0011, 0.0048, 0.0000, 0.8597, 0.0160, 0.0002, 0.0643, 0.0001, 0.0006, 0.0006, 0.0000, 0.0030, 0.0000, 0.0503, 0.1118, 0.0004, 0.0017, 0.0020, 0.0005, 0.0044, 0.0143]"
104,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0011, 0.0005, 0.0051, 0.0094, 0.0001, 0.0002, 0.5316, 0.0003, 0.0233, 0.0004, 0.0022, 0.0027, 0.0007, 0.0073, 0.0137, 0.0000, 0.0104, 0.0002, 0.0150, 0.0019, 0.0014, 0.0000, 0.0342, 0.0001, 0.0000, 0.0011]"
105,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0000, 0.0012, 0.0004, 0.0000, 0.0192, 0.0009, 0.0000, 0.0000, 0.0032, 0.0006, 0.0045, 0.0074, 0.0020, 0.0061, 0.0000, 0.0000, 0.0072, 0.0004, 0.0149, 0.0516, 0.0012, 0.5152, 0.0000, 0.0229, 0.7770, 0.0005]"
106,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0000, 0.0014, 0.0000, 0.0000, 0.0093, 0.0036, 0.0000, 0.0000, 0.0272, 0.0003, 0.0010, 0.0255, 0.0111, 0.0004, 0.0000, 0.0003, 0.0003, 0.0000, 0.0164, 0.0044, 0.0001, 0.0079, 0.0001, 0.0731, 0.9726, 0.0113]"
107,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.8510, 0.0136, 0.0001, 0.0046, 0.0030, 0.0083, 0.1012, 0.0096, 0.0052, 0.0156, 0.0025, 0.0020, 0.0002, 0.0010, 0.0001, 0.0001, 0.0004, 0.0060, 0.0064, 0.0001, 0.0000, 0.0000, 0.1406, 0.0048, 0.0000, 0.0053]"
108,25,25,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0015, 0.0287, 0.0010, 0.0081, 0.1984, 0.0003, 0.0002, 0.0004, 0.0050, 0.0024, 0.0067, 0.0390, 0.0000, 0.0000, 0.0001, 0.0004, 0.0005, 0.0005, 0.0019, 0.0047, 0.0001, 0.0008, 0.0012, 0.0540, 0.0030, 0.9043]"
109,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.0007, 0.0421, 0.0002, 0.1306, 0.0037, 0.0049, 0.0006, 0.0077, 0.0001, 0.0140, 0.9753, 0.0001, 0.0002, 0.0001, 0.0000, 0.0115, 0.0000, 0.0036, 0.0014, 0.0020, 0.0123, 0.0005, 0.0007, 0.0044, 0.0079]"
110,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0004, 0.0001, 0.0199, 0.0040, 0.0053, 0.0116, 0.0008, 0.0000, 0.0962, 0.0019, 0.0009, 0.0020, 0.0001, 0.0010, 0.0001, 0.0007, 0.0033, 0.0002, 0.0082, 0.9384, 0.0001, 0.0092, 0.0001, 0.0025, 0.0107, 0.0064]"
111,21,21,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0000, 0.0045, 0.0007, 0.0049, 0.0003, 0.0013, 0.0001, 0.0052, 0.0001, 0.0162, 0.0002, 0.0028, 0.0259, 0.0002, 0.0008, 0.0281, 0.0072, 0.0025, 0.0000, 0.0008, 0.0832, 0.8190, 0.0005, 0.0000, 0.0015, 0.0002]"
112,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0313, 0.0290, 0.0460, 0.0002, 0.0000, 0.0060, 0.0002, 0.0026, 0.0000, 0.0021, 0.0057, 0.0050, 0.0010, 0.1061, 0.0001, 0.8206, 0.0012, 0.0004, 0.0015, 0.0183, 0.0005, 0.0012, 0.0000, 0.0000, 0.0180]"
