amostra,classe_esperada,classe_predita,acerto,esperado_raw,saida_raw
57,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9944, 0.0006, 0.0002, 0.0025, 0.0001, 0.0020, 0.0126, 0.0011, 0.0000, 0.0025, 0.0002, 0.0023, 0.0002, 0.0003, 0.0000, 0.0001, 0.0006, 0.0012, 0.0000, 0.0010, 0.0000, 0.0000, 0.0052, 0.0629, 0.0000, 0.0018]"
58,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0049, 0.0000, 0.0094, 0.0004, 0.0000, 0.0000, 0.0022, 0.0000, 0.8761, 0.0402, 0.0001, 0.0031, 0.0000, 0.0002, 0.0226, 0.0000, 0.0014, 0.0000, 0.0087, 0.0878, 0.0000, 0.0000, 0.0016, 0.0017, 0.0001, 0.0181]"
59,9,25,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0019, 0.0014, 0.0147, 0.0010, 0.0004, 0.0001, 0.0000, 0.0000, 0.0009, 0.3069, 0.0006, 0.0001, 0.0022, 0.0000, 0.0012, 0.0812, 0.0012, 0.0022, 0.0001, 0.0152, 0.0000, 0.0191, 0.0004, 0.0012, 0.0018, 0.3442]"
60,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0163, 0.0488, 0.0001, 0.0019, 0.0018, 0.0014, 0.0602, 0.0001, 0.0011, 0.0156, 0.0007, 0.0004, 0.0000, 0.0032, 0.0001, 0.0000, 0.0039, 0.0025, 0.4800, 0.0006, 0.0000, 0.0000, 0.0157, 0.0354, 0.0002, 0.0026]"
61,6,12,nao,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0017, 0.0000, 0.0003, 0.0001, 0.0002, 0.0013, 0.0353, 0.0001, 0.0003, 0.0000, 0.0000, 0.2068, 0.0000, 0.1343, 0.0266, 0.0140, 0.0000, 0.0000, 0.0018, 0.0248, 0.0003, 0.0084, 0.0000, 0.0003, 0.0042]"
62,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0010, 0.0112, 0.0005, 0.0000, 0.0914, 0.0001, 0.0308, 0.0006, 0.0004, 0.0000, 0.0843, 0.0848, 0.0001, 0.0230, 0.0000, 0.0000, 0.0052, 0.0023, 0.5287, 0.0000, 0.0005, 0.0000, 0.0005, 0.0024, 0.0034, 0.0001]"
63,15,15,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.0034, 0.0029, 0.0000, 0.0001, 0.0005, 0.0023, 0.0003, 0.0002, 0.0106, 0.0000, 0.0000, 0.0140, 0.0000, 0.0321, 0.3311, 0.0004, 0.0010, 0.0000, 0.0002, 0.0001, 0.0009, 0.0243, 0.0001, 0.0000, 0.0027]"
64,15,15,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0011, 0.0009, 0.0043, 0.0017, 0.0076, 0.0078, 0.0000, 0.0003, 0.0000, 0.0002, 0.0003, 0.0000, 0.0016, 0.0000, 0.0000, 0.7403, 0.0002, 0.0301, 0.0000, 0.0767, 0.0000, 0.1995, 0.0000, 0.0003, 0.0085, 0.0039]"
65,17,17,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0490, 0.0002, 0.0000, 0.0017, 0.0000, 0.0087, 0.0008, 0.0242, 0.0000, 0.0003, 0.0357, 0.0001, 0.0004, 0.0866, 0.0000, 0.0005, 0.0000, 0.3218, 0.0006, 0.0012, 0.0001, 0.0002, 0.0142, 0.0037, 0.0000, 0.0000]"
66,15,5,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1850, 0.0010, 0.0000, 0.0152, 0.0001, 0.4377, 0.0087, 0.0004, 0.0000, 0.2153, 0.0001, 0.0000, 0.0001, 0.0001, 0.0000, 0.0473, 0.0000, 0.1378, 0.0009, 0.0374, 0.0000, 0.0078, 0.0017, 0.0010, 0.0000, 0.0003]"
67,20,9,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0056, 0.0002, 0.0001, 0.0631, 0.0000, 0.0005, 0.0099, 0.0039, 0.0001, 0.5768, 0.0000, 0.0000, 0.0023, 0.0015, 0.0209, 0.0062, 0.0001, 0.0002, 0.0005, 0.0119, 0.1078, 0.0032, 0.0217, 0.0000, 0.0000, 0.0001]"
68,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0006, 0.0062, 0.0006, 0.1707, 0.0000, 0.0000, 0.0009, 0.0009, 0.0005, 0.0001, 0.0004, 0.0006, 0.0015, 0.0062, 0.0972, 0.0001, 0.0016, 0.0003, 0.0398, 0.0021, 0.0077, 0.0000, 0.0003, 0.0001, 0.0001, 0.0011]"
69,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.0003, 0.0320, 0.0013, 0.0100, 0.0019, 0.0001, 0.0000, 0.7736, 0.0008, 0.0000, 0.1556, 0.0000, 0.0000, 0.0003, 0.0000, 0.0019, 0.0000, 0.1743, 0.0631, 0.0000, 0.0001, 0.0001, 0.0011, 0.0375, 0.0078]"
70,12,12,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.0001, 0.0000, 0.0000, 0.0002, 0.0008, 0.0002, 0.0603, 0.0000, 0.0000, 0.0007, 0.0002, 0.9181, 0.0002, 0.0002, 0.0087, 0.0002, 0.0000, 0.0000, 0.0000, 0.0021, 0.0324, 0.0339, 0.0001, 0.0001, 0.0000]"
71,6,0,nao,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0900, 0.0017, 0.0478, 0.0072, 0.0009, 0.0001, 0.0306, 0.0000, 0.0297, 0.0164, 0.0008, 0.0213, 0.0003, 0.0000, 0.0009, 0.0002, 0.0019, 0.0008, 0.0113, 0.0001, 0.0000, 0.0001, 0.0034, 0.0000, 0.0000, 0.0017]"
72,5,10,nao,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0000, 0.0098, 0.0000, 0.0010, 0.1110, 0.0001, 0.0000, 0.0002, 0.0002, 0.3667, 0.0033, 0.0017, 0.0017, 0.0000, 0.0005, 0.0002, 0.0058, 0.0006, 0.0026, 0.0002, 0.2670, 0.0033, 0.0004, 0.0082, 0.0000]"
73,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0078, 0.0000, 0.0006, 0.0000, 0.0002, 0.0003, 0.0002, 0.0000, 0.1433, 0.0009, 0.0002, 0.0001, 0.0001, 0.0001, 0.0001, 0.0000, 0.0030, 0.0000, 0.0014, 0.9069, 0.0000, 0.0001, 0.0002, 0.0066, 0.0011, 0.0212]"
74,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0004, 0.0000, 0.0005, 0.0000, 0.1503, 0.2040, 0.0000, 0.0004, 0.0030, 0.0000, 0.0473, 0.0043, 0.0013, 0.0004, 0.0000, 0.0007, 0.0003, 0.0004, 0.0054, 0.0132, 0.0000, 0.0032, 0.0002, 0.3531, 0.9097, 0.0024]"
75,5,5,sim,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0008, 0.0189, 0.0006, 0.0003, 0.0328, 0.4124, 0.0005, 0.0025, 0.0000, 0.0147, 0.0028, 0.0004, 0.0009, 0.0000, 0.0001, 0.0531, 0.0000, 0.0348, 0.0023, 0.0004, 0.0001, 0.1056, 0.0017, 0.0000, 0.0024, 0.0002]"
76,8,4,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.0315, 0.0138, 0.0000, 0.2036, 0.0023, 0.0001, 0.0000, 0.1171, 0.0001, 0.0003, 0.0858, 0.0002, 0.0000, 0.0003, 0.0004, 0.0012, 0.0000, 0.0031, 0.0008, 0.0000, 0.0001, 0.0001, 0.0023, 0.0151, 0.1803]"
77,17,17,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0150, 0.0085, 0.0001, 0.0105, 0.0002, 0.0000, 0.0000, 0.0075, 0.0000, 0.0009, 0.0056, 0.0008, 0.0208, 0.0000, 0.0000, 0.0185, 0.0253, 0.7449, 0.0000, 0.0000, 0.0000, 0.0025, 0.1532, 0.0011, 0.0000, 0.0094]"
78,21,21,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0001, 0.0000, 0.0004, 0.0006, 0.0001, 0.0017, 0.0000, 0.0002, 0.0000, 0.0003, 0.1271, 0.0060, 0.0069, 0.0001, 0.0000, 0.0039, 0.0028, 0.0417, 0.0001, 0.0181, 0.0002, 0.9079, 0.0001, 0.0016, 0.0559, 0.0001]"
79,23,23,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.0016, 0.0000, 0.0004, 0.0001, 0.0003, 0.0120, 0.0000, 0.0000, 0.0020, 0.0001, 0.2342, 0.0068, 0.0000, 0.0023, 0.0000, 0.0001, 0.0002, 0.0001, 0.0004, 0.0082, 0.0000, 0.0002, 0.0044, 0.6629, 0.0053, 0.0023]"
80,2,2,sim,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.0004, 0.7146, 0.0117, 0.0067, 0.0002, 0.0048, 0.0000, 0.0034, 0.0000, 0.0033, 0.0187, 0.0000, 0.0007, 0.0011, 0.0004, 0.0074, 0.0072, 0.0070, 0.1107, 0.0005, 0.0010, 0.0000, 0.0000, 0.0005, 0.0015]"
81,12,12,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0176, 0.0001, 0.0000, 0.0001, 0.0000, 0.0018, 0.0001, 0.1223, 0.0001, 0.0003, 0.0001, 0.0041, 0.8407, 0.0011, 0.0001, 0.0069, 0.0003, 0.0022, 0.0000, 0.0000, 0.0001, 0.0032, 0.2858, 0.0032, 0.0000, 0.0000]"
82,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0094, 0.0023, 0.0049, 0.0011, 0.2446, 0.0884, 0.0230, 0.0018, 0.0000, 0.0001, 0.0203, 0.1298, 0.0000, 0.0007, 0.0000, 0.0000, 0.0002, 0.0007, 0.0026, 0.0022, 0.0005, 0.0014, 0.0006, 0.0001, 0.0000, 0.0001]"
83,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0049, 0.0222, 0.0020, 0.0166, 0.0002, 0.0002, 0.6659, 0.0142, 0.0000, 0.0010, 0.0003, 0.0007, 0.0003, 0.0044, 0.0368, 0.0003, 0.0007, 0.0048, 0.0117, 0.0001, 0.0102, 0.0001, 0.0022, 0.0000, 0.0000, 0.0000]"
84,2,2,sim,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0000, 0.9758, 0.0062, 0.0056, 0.0003, 0.0193, 0.0000, 0.0166, 0.0002, 0.0333, 0.0257, 0.0000, 0.0009, 0.0044, 0.0001, 0.0165, 0.0034, 0.0007, 0.0329, 0.0050, 0.0007, 0.0003, 0.0000, 0.0000, 0.0047]"
85,1,1,sim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0010, 0.4031, 0.0054, 0.0386, 0.0001, 0.0001, 0.1009, 0.0003, 0.0000, 0.0026, 0.0005, 0.0009, 0.0030, 0.0004, 0.0561, 0.0054, 0.0000, 0.0003, 0.0168, 0.0000, 0.0040, 0.0002, 0.0019, 0.0000, 0.0000, 0.0000]"
86,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0005, 0.0000, 0.1184, 0.0001, 0.0068, 0.0434, 0.0005, 0.0000, 0.0083, 0.0001, 0.0004, 0.0258, 0.0000, 0.0002, 0.0000, 0.0003, 0.0037, 0.0014, 0.0017, 0.6010, 0.0000, 0.0254, 0.0000, 0.0005, 0.0335, 0.0004]"
87,1,1,sim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.1669, 0.0061, 0.0049, 0.0096, 0.0017, 0.0002, 0.0008, 0.0003, 0.0029, 0.0014, 0.0008, 0.0005, 0.0000, 0.0023, 0.0108, 0.0003, 0.0029, 0.0007, 0.0000, 0.0002, 0.0004, 0.0061, 0.0001, 0.0001, 0.0109]"
88,25,25,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0021, 0.0380, 0.0055, 0.0008, 0.4136, 0.0001, 0.0000, 0.0000, 0.0066, 0.0030, 0.0004, 0.0009, 0.0000, 0.0000, 0.0000, 0.0020, 0.0047, 0.0006, 0.0018, 0.0172, 0.0000, 0.0001, 0.0000, 0.0007, 0.0070, 0.9880]"
89,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0012, 0.0092, 0.0063, 0.0017, 0.2159, 0.0002, 0.0016, 0.0005, 0.0168, 0.0000, 0.0664, 0.9816, 0.0000, 0.0013, 0.0000, 0.0000, 0.0043, 0.0002, 0.1118, 0.0000, 0.0005, 0.0000, 0.0030, 0.0027, 0.0004, 0.0026]"
90,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0188, 0.0102, 0.0000, 0.8436, 0.0009, 0.0004, 0.0006, 0.0002, 0.0000, 0.0578, 0.0038, 0.0000, 0.0000, 0.0001, 0.0001, 0.0005, 0.0002, 0.0064, 0.0003, 0.0002, 0.0000, 0.0004, 0.0001, 0.0017, 0.0301]"
91,5,5,sim,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0032, 0.0101, 0.0001, 0.0000, 0.0354, 0.8183, 0.0030, 0.0076, 0.0006, 0.0001, 0.0317, 0.0006, 0.0017, 0.0011, 0.0001, 0.0018, 0.0000, 0.0002, 0.0109, 0.0002, 0.0000, 0.0000, 0.0133, 0.0005, 0.0020, 0.0000]"
92,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0006, 0.0126, 0.0000, 0.4999, 0.0675, 0.0000, 0.0039, 0.0003, 0.0001, 0.1689, 0.1425, 0.0000, 0.0001, 0.0000, 0.0002, 0.0003, 0.0001, 0.0045, 0.0003, 0.0037, 0.0125, 0.0011, 0.0003, 0.1608, 0.0038]"
93,5,24,nao,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0019, 0.0004, 0.0016, 0.0007, 0.0015, 0.0016, 0.0000, 0.0000, 0.0119, 0.1601, 0.0003, 0.0009, 0.0012, 0.0000, 0.0011, 0.0245, 0.0000, 0.0000, 0.0196, 0.0126, 0.0000, 0.0009, 0.0002, 0.0063, 0.2636, 0.0516]"
94,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0012, 0.1042, 0.0000, 0.0038, 0.0021, 0.0001, 0.0137, 0.0004, 0.0001, 0.0000, 0.0014, 0.0041, 0.0001, 0.0096, 0.0000, 0.0000, 0.0013, 0.0108, 0.8144, 0.0001, 0.0000, 0.0000, 0.0035, 0.0002, 0.0001, 0.0001]"
95,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0004, 0.0000, 0.0949, 0.0004, 0.0002, 0.0018, 0.0009, 0.0000, 0.1739, 0.0023, 0.0014, 0.0000, 0.0001, 0.0001, 0.0489, 0.0020, 0.0003, 0.0001, 0.0023, 0.9366, 0.0000, 0.0001, 0.0000, 0.0000, 0.0011, 0.0045]"
96,5,15,nao,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0001, 0.0260, 0.0028, 0.0009, 0.0612, 0.0000, 0.0001, 0.0006, 0.0075, 0.0609, 0.0004, 0.0007, 0.0000, 0.0003, 0.2553, 0.0003, 0.0080, 0.0001, 0.0449, 0.0001, 0.0241, 0.0024, 0.0005, 0.0036, 0.0167]"
97,14,3,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0101, 0.0011, 0.9185, 0.0000, 0.0002, 0.0015, 0.0037, 0.0000, 0.0001, 0.0002, 0.0002, 0.0046, 0.0030, 0.0773, 0.0059, 0.0306, 0.0011, 0.0008, 0.0022, 0.0167, 0.0000, 0.0028, 0.0000, 0.0000, 0.0006]"
98,23,10,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.0005, 0.0000, 0.0167, 0.0000, 0.0004, 0.0012, 0.0000, 0.0000, 0.1065, 0.0000, 0.8253, 0.0012, 0.0044, 0.1292, 0.0001, 0.0000, 0.0003, 0.0001, 0.0039, 0.0035, 0.0002, 0.0002, 0.0017, 0.3227, 0.0288, 0.0000]"
99,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0010, 0.0437, 0.0000, 0.0074, 0.0022, 0.1103, 0.0000, 0.0102, 0.0010, 0.0006, 0.0076, 0.0006, 0.0000, 0.0016, 0.0001, 0.3968, 0.0004, 0.0007, 0.0011, 0.0033, 0.0897, 0.0040, 0.0000, 0.0002, 0.0001]"
100,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0915, 0.0000, 0.0007, 0.0000, 0.0244, 0.0016, 0.0017, 0.0001, 0.0001, 0.0001, 0.0695, 0.0807, 0.0001, 0.0068, 0.0000, 0.0000, 0.0209, 0.0111, 0.0009, 0.0001, 0.0000, 0.0177, 0.0075, 0.0677, 0.0001, 0.0000]"
101,22,22,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0001, 0.0019, 0.0007, 0.0000, 0.0009, 0.0000, 0.0009, 0.0174, 0.0017, 0.0005, 0.0037, 0.1993, 0.0041, 0.0044, 0.0005, 0.0000, 0.0441, 0.0007, 0.0014, 0.0000, 0.1230, 0.0045, 0.3658, 0.0014, 0.0003, 0.0002]"
102,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0082, 0.0007, 0.0000, 0.0000, 0.0076, 0.0175, 0.0160, 0.0000, 0.0031, 0.0157, 0.0011, 0.0019, 0.0000, 0.0014, 0.0000, 0.0000, 0.0004, 0.0000, 0.2478, 0.0010, 0.0000, 0.0002, 0.0114, 0.0648, 0.0029, 0.0005]"
103,20,20,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0000, 0.0001, 0.0017, 0.1417, 0.0000, 0.0001, 0.0041, 0.0061, 0.0000, 0.0001, 0.0072, 0.0060, 0.0005, 0.0781, 0.0007, 0.0001, 0.0483, 0.0011, 0.0005, 0.0032, 0.9090, 0.0252, 0.0013, 0.0000, 0.0000, 0.0000]"
104,14,14,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0039, 0.4222, 0.0739, 0.0003, 0.0001, 0.0132, 0.0000, 0.0007, 0.0000, 0.0001, 0.0001, 0.0005, 0.0005, 0.7614, 0.0182, 0.0010, 0.0002, 0.0011, 0.0061, 0.0006, 0.0000, 0.0001, 0.0000, 0.0000, 0.0058]"
105,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9813, 0.0010, 0.0002, 0.0117, 0.0001, 0.0066, 0.0694, 0.0001, 0.0000, 0.0317, 0.0002, 0.0003, 0.0002, 0.0004, 0.0000, 0.0002, 0.0002, 0.0173, 0.0003, 0.0033, 0.0000, 0.0007, 0.0019, 0.0007, 0.0000, 0.0001]"
106,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.8906, 0.0011, 0.0002, 0.0008, 0.0002, 0.0007, 0.0002, 0.0008, 0.0000, 0.0396, 0.0008, 0.0002, 0.0001, 0.0000, 0.0000, 0.0084, 0.0002, 0.1514, 0.0000, 0.0014, 0.0000, 0.0018, 0.0009, 0.0923, 0.0000, 0.0542]"
107,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1064, 0.0753, 0.0002, 0.0108, 0.0003, 0.0000, 0.0136, 0.0002, 0.0013, 0.0032, 0.0001, 0.0000, 0.0022, 0.0003, 0.0155, 0.0015, 0.0003, 0.0047, 0.0237, 0.0041, 0.0000, 0.0000, 0.0010, 0.0001, 0.0000, 0.0118]"
108,13,13,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1177, 0.0002, 0.0000, 0.0055, 0.0000, 0.0094, 0.0049, 0.0186, 0.0000, 0.0002, 0.0038, 0.0001, 0.0006, 0.5642, 0.0000, 0.0001, 0.0000, 0.0709, 0.0015, 0.0081, 0.0002, 0.0001, 0.0242, 0.0038, 0.0000, 0.0000]"
109,0,0,sim,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.3930, 0.0001, 0.0001, 0.0001, 0.0003, 0.0005, 0.0234, 0.0001, 0.0006, 0.0002, 0.0049, 0.0044, 0.0002, 0.0149, 0.0000, 0.0000, 0.0045, 0.0034, 0.0004, 0.0000, 0.0000, 0.0000, 0.2538, 0.0016, 0.0000, 0.0000]"
110,13,13,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0000, 0.0000, 0.0002, 0.0000, 0.0090, 0.0013, 0.0528, 0.0001, 0.0000, 0.0298, 0.0030, 0.0001, 0.8147, 0.0000, 0.0000, 0.0000, 0.0008, 0.0834, 0.0005, 0.0255, 0.0001, 0.0090, 0.0162, 0.0052, 0.0000]"
111,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0011, 0.0008, 0.0072, 0.0000, 0.0031, 0.0017, 0.9637, 0.0016, 0.0045, 0.0012, 0.0001, 0.0012, 0.0001, 0.0008, 0.0080, 0.0001, 0.0524, 0.0001, 0.0022, 0.0005, 0.0095, 0.0001, 0.0173, 0.0000, 0.0000, 0.0007]"
112,6,19,nao,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003, 0.0000, 0.0004, 0.0032, 0.0000, 0.0011, 0.1890, 0.0001, 0.0003, 0.0407, 0.0000, 0.0000, 0.0000, 0.0011, 0.0113, 0.0002, 0.0182, 0.0005, 0.0125, 0.2096, 0.0006, 0.0001, 0.0023, 0.0002, 0.0001, 0.0043]"
